"age";"workclass";"fnlwgt";"education";"education-num";"marital-status";"occupation";"relationship";"race";"sex";"capital-gain";"capital-loss";"hours-per-week";"native-country";"label"
34;"Private";232855;"Some-college";10;"Separated";"Other-service";"Unmarried";"Black";"Female";0;0;37;"United-States";0
23;"Private";117618;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;35;"United-States";0
19;"Private";307496;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;16;"United-States";0
32;"Private";316470;"5th-6th";3;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;60;"Mexico";0
24;"Private";181820;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Male";0;0;40;"United-States";0
43;"Private";178780;"Assoc-acdm";12;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
32;"Self-emp-not-inc";188246;"HS-grad";9;"Divorced";"Sales";"Own-child";"White";"Male";0;1590;62;"United-States";0
50;"Private";107665;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";1
30;"Private";278502;"HS-grad";9;"Divorced";"Adm-clerical";"Unmarried";"Black";"Female";0;0;62;"United-States";0
65;"State-gov";215908;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;2174;40;"United-States";1
25;"Self-emp-not-inc";37741;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;40;"United-States";0
49;"Self-emp-inc";197332;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;60;"United-States";0
60;"Self-emp-not-inc";218085;"HS-grad";9;"Married-civ-spouse";"Other-service";"Wife";"Black";"Female";0;0;50;"United-States";0
31;"Private";35378;"Some-college";10;"Divorced";"Adm-clerical";"Not-in-family";"White";"Female";0;0;45;"United-States";0
40;"Private";209040;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;40;"United-States";0
65;"Private";123965;"Bachelors";13;"Widowed";"Other-service";"Not-in-family";"White";"Female";0;0;40;"United-States";0
36;"Private";24106;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";3103;0;40;"United-States";1
51;"Private";255412;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"France";1
47;"Private";152073;"HS-grad";9;"Divorced";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;40;"United-States";0
31;"Private";126402;"HS-grad";9;"Never-married";"Farming-fishing";"Not-in-family";"Black";"Female";0;0;60;"United-States";0
45;"Private";197731;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
47;"Private";239865;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;1977;45;"United-States";1
35;"State-gov";82622;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;80;"United-States";0
41;"Private";197344;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;54;"United-States";0
26;"Private";109097;"HS-grad";9;"Divorced";"Adm-clerical";"Unmarried";"White";"Female";0;0;48;"United-States";0
53;"Private";149784;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"United-States";0
65;"Private";185001;"10th";6;"Widowed";"Sales";"Not-in-family";"White";"Female";0;0;20;"United-States";0
59;"Self-emp-inc";107287;"10th";6;"Widowed";"Exec-managerial";"Unmarried";"White";"Female";0;2559;50;"United-States";1
26;"State-gov";234190;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;20;"United-States";0
19;"?";199609;"Some-college";10;"Never-married";"?";"Own-child";"White";"Female";0;0;40;"United-States";0
25;"Local-gov";169905;"Some-college";10;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;40;"United-States";0
32;"Self-emp-inc";46807;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";99999;0;40;"United-States";1
37;"Self-emp-not-inc";119929;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";201861;"Some-college";10;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;45;"United-States";0
56;"Private";345730;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;45;"United-States";1
63;"Local-gov";109849;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"Black";"Female";0;0;21;"United-States";0
39;"Self-emp-inc";239755;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;1902;50;"United-States";1
32;"Private";256609;"12th";8;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;40;"Mexico";0
43;"Private";163215;"Bachelors";13;"Married-civ-spouse";"Other-service";"Wife";"White";"Female";0;0;35;"?";1
56;"Private";346033;"9th";5;"Divorced";"Adm-clerical";"Not-in-family";"White";"Male";0;0;40;"United-States";0
47;"Federal-gov";380127;"HS-grad";9;"Never-married";"Exec-managerial";"Not-in-family";"White";"Female";0;0;40;"United-States";0
35;"Private";208378;"12th";8;"Separated";"Machine-op-inspct";"Unmarried";"White";"Female";0;0;40;"United-States";0
27;"Private";136448;"Bachelors";13;"Never-married";"Adm-clerical";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
20;"Private";70240;"HS-grad";9;"Never-married";"Sales";"Own-child";"Asian-Pac-Islander";"Female";0;0;24;"Philippines";0
31;"Private";193477;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;55;"United-States";0
36;"Private";408229;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;32;"United-States";0
26;"Private";137367;"Some-college";10;"Never-married";"Handlers-cleaners";"Other-relative";"Asian-Pac-Islander";"Male";0;0;44;"Philippines";0
39;"Private";219483;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Wife";"White";"Female";5013;0;32;"United-States";0
53;"Local-gov";176059;"Masters";14;"Divorced";"Prof-specialty";"Unmarried";"White";"Female";0;0;50;"United-States";0
36;"Private";336595;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
48;"Private";165267;"10th";6;"Married-civ-spouse";"Farming-fishing";"Husband";"Black";"Male";0;0;40;"United-States";0
57;"Self-emp-not-inc";217692;"HS-grad";9;"Widowed";"Craft-repair";"Not-in-family";"White";"Female";0;0;38;"United-States";0
54;"Self-emp-not-inc";310774;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
54;"Private";139703;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";3103;0;40;"Germany";1
60;"Private";243829;"Masters";14;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;0;50;"United-States";0
52;"State-gov";101119;"11th";7;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Local-gov";296537;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;45;"United-States";0
58;"Private";142076;"HS-grad";9;"Divorced";"Tech-support";"Not-in-family";"White";"Male";4787;0;39;"United-States";1
27;"Private";194690;"9th";5;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;50;"Mexico";0
26;"Private";188626;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;48;"United-States";0
46;"Private";98637;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";7298;0;50;"United-States";1
26;"Private";189219;"Assoc-acdm";12;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;8;"United-States";0
17;"Private";231439;"11th";7;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;30;"United-States";0
39;"Private";294183;"HS-grad";9;"Divorced";"Exec-managerial";"Unmarried";"White";"Female";0;0;40;"United-States";0
54;"Private";90363;"Assoc-acdm";12;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
54;"Local-gov";127943;"HS-grad";9;"Widowed";"Other-service";"Unmarried";"Black";"Female";0;0;40;"United-States";0
28;"Private";149734;"HS-grad";9;"Never-married";"Other-service";"Unmarried";"Black";"Female";0;0;52;"United-States";0
51;"Private";86373;"Bachelors";13;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;25;"United-States";0
42;"Self-emp-not-inc";99185;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
36;"Private";119957;"Bachelors";13;"Separated";"Other-service";"Unmarried";"Black";"Female";0;0;35;"United-States";0
28;"Private";141350;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";0
39;"Private";115418;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Female";2174;0;45;"United-States";0
68;"Self-emp-not-inc";365020;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
63;"Private";230823;"12th";8;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"Cuba";0
23;"Private";126346;"9th";5;"Never-married";"Other-service";"Unmarried";"Black";"Female";0;0;30;"United-States";0
46;"Private";456062;"Doctorate";16;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;2415;55;"United-States";1
45;"Private";122195;"HS-grad";9;"Widowed";"Craft-repair";"Unmarried";"Black";"Female";0;0;40;"United-States";0
29;"Private";423024;"5th-6th";3;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;40;"Mexico";0
50;"Private";176157;"Masters";14;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
33;"Private";48010;"Some-college";10;"Divorced";"Exec-managerial";"Unmarried";"White";"Female";0;0;40;"United-States";0
30;"Private";180374;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;40;"United-States";0
19;"Private";280146;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;20;"United-States";0
31;"State-gov";75755;"Doctorate";16;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";7298;0;55;"United-States";1
43;"Private";187861;"HS-grad";9;"Separated";"Transport-moving";"Unmarried";"White";"Female";0;0;44;"United-States";0
24;"Private";224954;"Some-college";10;"Never-married";"Handlers-cleaners";"Own-child";"White";"Male";0;0;40;"United-States";0
53;"Private";276515;"Bachelors";13;"Never-married";"Exec-managerial";"Own-child";"White";"Male";0;0;40;"Cuba";0
26;"Private";134287;"Assoc-voc";11;"Never-married";"Sales";"Own-child";"White";"Female";0;0;35;"United-States";0
26;"Private";365289;"HS-grad";9;"Divorced";"Machine-op-inspct";"Not-in-family";"White";"Male";0;0;40;"United-States";0
42;"Private";204235;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;40;"United-States";0
51;"Local-gov";108435;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
40;"Private";47902;"HS-grad";9;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
33;"Self-emp-not-inc";99761;"Bachelors";13;"Never-married";"Other-service";"Not-in-family";"White";"Female";0;0;15;"United-States";0
32;"State-gov";111567;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;49;"United-States";1
30;"Private";177531;"HS-grad";9;"Never-married";"Sales";"Unmarried";"Black";"Female";0;0;25;"United-States";0
35;"Private";188888;"Bachelors";13;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;40;"United-States";1
27;"Local-gov";209109;"Masters";14;"Never-married";"Prof-specialty";"Own-child";"White";"Male";0;0;35;"United-States";0
50;"State-gov";103063;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";1
42;"Private";228456;"Bachelors";13;"Separated";"Other-service";"Other-relative";"Black";"Male";0;0;50;"United-States";0
31;"Private";130620;"11th";7;"Married-spouse-absent";"Sales";"Own-child";"Asian-Pac-Islander";"Female";0;0;40;"India";0
40;"Self-emp-not-inc";192507;"Assoc-acdm";12;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;0;50;"United-States";0
24;"?";151153;"Some-college";10;"Never-married";"?";"Not-in-family";"Asian-Pac-Islander";"Male";99999;0;50;"South";1
18;"Private";242893;"11th";7;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;35;"United-States";0
47;"Self-emp-inc";139268;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;1977;60;"United-States";1
33;"Private";261511;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
33;"Self-emp-not-inc";270889;"HS-grad";9;"Never-married";"Transport-moving";"Not-in-family";"White";"Male";0;0;60;"United-States";0
41;"Self-emp-inc";114580;"Prof-school";15;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;2415;55;"United-States";1
43;"State-gov";270721;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;55;"United-States";1
37;"Private";215392;"Bachelors";13;"Divorced";"Prof-specialty";"Not-in-family";"White";"Female";0;0;40;"United-States";0
62;"Local-gov";114060;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
44;"Self-emp-not-inc";195486;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"Black";"Male";0;0;70;"Jamaica";0
17;"Private";104232;"10th";6;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;10;"United-States";0
21;"Private";222993;"HS-grad";9;"Never-married";"Machine-op-inspct";"Own-child";"White";"Male";0;0;40;"United-States";0
23;"Federal-gov";41432;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;15;"United-States";0
49;"Self-emp-not-inc";349986;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;60;"United-States";1
36;"Private";73023;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;55;"United-States";0
32;"Private";172579;"HS-grad";9;"Separated";"Other-service";"Not-in-family";"White";"Female";0;0;30;"United-States";0
21;"Private";194096;"Some-college";10;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;40;"United-States";0
52;"Private";117295;"1st-4th";2;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;50;"United-States";1
38;"Private";116358;"Some-college";10;"Married-civ-spouse";"Other-service";"Husband";"Asian-Pac-Islander";"Male";0;0;40;"Philippines";0
41;"Private";288679;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
27;"Private";155057;"Some-college";10;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;50;"United-States";1
48;"Private";73434;"HS-grad";9;"Married-civ-spouse";"Adm-clerical";"Wife";"White";"Female";0;0;40;"Germany";1
52;"Private";174767;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;45;"United-States";1
35;"Local-gov";45607;"Masters";14;"Never-married";"Prof-specialty";"Not-in-family";"White";"Male";0;0;60;"United-States";1
22;"Private";326334;"Some-college";10;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;35;"United-States";0
43;"Self-emp-not-inc";116666;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"Other";"Male";0;0;35;"United-States";1
43;"Self-emp-not-inc";33521;"Bachelors";13;"Divorced";"Prof-specialty";"Not-in-family";"White";"Male";0;0;70;"United-States";1
41;"Private";163174;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
37;"Private";208391;"Some-college";10;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";1
38;"Private";204640;"Some-college";10;"Widowed";"Adm-clerical";"Unmarried";"Black";"Female";0;0;40;"United-States";0
37;"Private";160920;"Assoc-acdm";12;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";0
42;"Self-emp-not-inc";29320;"Prof-school";15;"Divorced";"Prof-specialty";"Unmarried";"White";"Male";0;0;60;"United-States";1
55;"Self-emp-not-inc";145574;"HS-grad";9;"Divorced";"Exec-managerial";"Not-in-family";"White";"Male";34095;0;60;"United-States";0
28;"Private";62535;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;43;"United-States";0
54;"Self-emp-not-inc";58898;"Some-college";10;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;1579;48;"United-States";0
39;"Private";149943;"Masters";14;"Never-married";"Sales";"Not-in-family";"Asian-Pac-Islander";"Male";0;0;40;"China";0
55;"Private";120970;"10th";6;"Married-civ-spouse";"Craft-repair";"Husband";"Black";"Male";0;0;40;"United-States";1
42;"Federal-gov";25240;"Assoc-voc";11;"Divorced";"Prof-specialty";"Unmarried";"Amer-Indian-Eskimo";"Female";0;0;40;"United-States";0
90;"Private";88991;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Wife";"White";"Female";0;0;40;"England";1
43;"Private";180138;"HS-grad";9;"Never-married";"Craft-repair";"Not-in-family";"White";"Male";0;0;45;"United-States";0
36;"Private";32709;"Some-college";10;"Divorced";"Sales";"Not-in-family";"White";"Female";3325;0;45;"United-States";0
22;"Private";136767;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;30;"United-States";0
53;"Private";183973;"11th";7;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;48;"United-States";1
34;"State-gov";103371;"Assoc-voc";11;"Never-married";"Adm-clerical";"Unmarried";"White";"Female";0;0;40;"United-States";0
41;"Private";88368;"HS-grad";9;"Never-married";"Sales";"Not-in-family";"White";"Female";0;0;50;"United-States";0
23;"Private";117789;"Bachelors";13;"Never-married";"Exec-managerial";"Own-child";"White";"Female";0;0;40;"United-States";0
32;"Private";193285;"HS-grad";9;"Never-married";"Craft-repair";"Own-child";"White";"Male";0;0;40;"United-States";0
23;"Private";162945;"HS-grad";9;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;2377;40;"United-States";0
42;"Private";139126;"Some-college";10;"Married-civ-spouse";"Tech-support";"Husband";"White";"Male";0;0;40;"United-States";1
67;"Private";264095;"Some-college";10;"Married-civ-spouse";"Handlers-cleaners";"Husband";"White";"Male";9386;0;24;"Cuba";1
35;"Private";220585;"12th";8;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;40;"United-States";0
49;"?";171411;"9th";5;"Divorced";"?";"Not-in-family";"White";"Male";0;0;40;"United-States";0
26;"Private";330263;"HS-grad";9;"Separated";"Other-service";"Not-in-family";"White";"Male";0;0;40;"United-States";0
50;"Self-emp-not-inc";348099;"10th";6;"Divorced";"Sales";"Not-in-family";"White";"Female";0;0;50;"United-States";0
20;"Private";493443;"11th";7;"Never-married";"Handlers-cleaners";"Not-in-family";"White";"Male";0;0;40;"United-States";0
22;"?";177902;"Some-college";10;"Never-married";"?";"Not-in-family";"Asian-Pac-Islander";"Female";0;0;25;"United-States";0
23;"Private";238831;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Male";0;0;40;"United-States";0
60;"Private";232618;"Bachelors";13;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;35;"United-States";1
40;"Private";280362;"HS-grad";9;"Married-civ-spouse";"Transport-moving";"Husband";"White";"Male";0;0;35;"United-States";0
30;"Private";141118;"Assoc-voc";11;"Never-married";"Adm-clerical";"Not-in-family";"White";"Female";0;0;40;"United-States";0
37;"Private";64922;"Bachelors";13;"Separated";"Other-service";"Not-in-family";"White";"Male";0;0;70;"England";0
50;"Self-emp-not-inc";93705;"Some-college";10;"Divorced";"Sales";"Not-in-family";"White";"Female";0;0;40;"United-States";0
42;"Self-emp-not-inc";69333;"Bachelors";13;"Married-civ-spouse";"Farming-fishing";"Husband";"White";"Male";0;0;50;"United-States";0
24;"Federal-gov";42251;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;30;"United-States";0
49;"Private";83622;"Assoc-acdm";12;"Separated";"Adm-clerical";"Not-in-family";"White";"Female";2597;0;40;"United-States";0
45;"Private";146497;"Some-college";10;"Widowed";"Exec-managerial";"Unmarried";"White";"Female";0;0;55;"United-States";0
39;"Private";119098;"Assoc-voc";11;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;40;"United-States";0
34;"Private";117963;"Bachelors";13;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
50;"Private";38795;"Bachelors";13;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;50;"United-States";0
20;"Private";225395;"7th-8th";4;"Never-married";"Machine-op-inspct";"Other-relative";"White";"Female";0;0;60;"Mexico";0
21;"?";253190;"Some-college";10;"Never-married";"?";"Own-child";"White";"Male";0;0;48;"United-States";0
27;"Private";263552;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";0;0;50;"United-States";0
73;"Self-emp-inc";191540;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";1
32;"Private";101562;"Bachelors";13;"Never-married";"Prof-specialty";"Not-in-family";"White";"Female";0;0;45;"United-States";0
20;"Private";180497;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
41;"Private";122626;"HS-grad";9;"Divorced";"Handlers-cleaners";"Unmarried";"White";"Male";0;0;48;"United-States";0
35;"Private";52187;"Some-college";10;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;30;"United-States";0
59;"Private";31137;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
20;"Private";316702;"Some-college";10;"Never-married";"Prof-specialty";"Own-child";"White";"Male";0;0;20;"United-States";0
28;"Private";208965;"9th";5;"Never-married";"Machine-op-inspct";"Unmarried";"Other";"Male";0;0;40;"Mexico";0
36;"Private";111128;"HS-grad";9;"Separated";"Craft-repair";"Own-child";"White";"Male";0;0;40;"United-States";0
38;"Private";26987;"HS-grad";9;"Divorced";"Other-service";"Unmarried";"White";"Female";0;0;40;"United-States";0
35;"Private";54595;"12th";8;"Never-married";"Sales";"Not-in-family";"Black";"Female";0;0;40;"United-States";0
20;"Private";375698;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Female";0;0;15;"United-States";0
42;"Private";297335;"Assoc-acdm";12;"Married-spouse-absent";"Exec-managerial";"Unmarried";"Asian-Pac-Islander";"Female";0;0;31;"Laos";0
68;"Private";217424;"HS-grad";9;"Married-civ-spouse";"Protective-serv";"Husband";"White";"Male";0;0;24;"United-States";0
37;"Private";123785;"HS-grad";9;"Never-married";"Other-service";"Not-in-family";"White";"Male";0;0;75;"United-States";0
49;"Federal-gov";179869;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";1
53;"Private";295520;"9th";5;"Widowed";"Sales";"Unmarried";"Black";"Female";0;0;25;"United-States";0
20;"Private";244406;"HS-grad";9;"Never-married";"Adm-clerical";"Own-child";"Black";"Female";0;0;40;"United-States";0
37;"Self-emp-not-inc";183735;"HS-grad";9;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";3137;0;30;"United-States";0
17;"Private";365613;"10th";6;"Never-married";"Other-service";"Own-child";"White";"Male";0;0;10;"Canada";0
38;"Private";161066;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"Amer-Indian-Eskimo";"Male";0;0;50;"United-States";0
21;"Private";109952;"HS-grad";9;"Married-civ-spouse";"Craft-repair";"Husband";"White";"Male";0;0;40;"United-States";0
28;"Private";211184;"Some-college";10;"Never-married";"Sales";"Not-in-family";"White";"Female";0;0;50;"United-States";0
47;"Private";198200;"Bachelors";13;"Never-married";"Exec-managerial";"Not-in-family";"White";"Male";0;0;50;"United-States";0
29;"Local-gov";115585;"Some-college";10;"Never-married";"Handlers-cleaners";"Not-in-family";"White";"Male";0;0;50;"United-States";0
42;"Private";96321;"Some-college";10;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"United-States";1
59;"Private";35411;"HS-grad";9;"Widowed";"Machine-op-inspct";"Not-in-family";"White";"Female";0;0;40;"United-States";0
24;"Private";293579;"HS-grad";9;"Never-married";"Sales";"Own-child";"Black";"Female";0;0;20;"United-States";0
36;"Private";181721;"10th";6;"Never-married";"Farming-fishing";"Own-child";"Black";"Male";0;0;60;"United-States";0
46;"Private";389843;"Bachelors";13;"Married-civ-spouse";"Sales";"Husband";"White";"Male";0;0;50;"Germany";1
63;"Federal-gov";101996;"Masters";14;"Divorced";"Prof-specialty";"Not-in-family";"White";"Male";0;0;40;"United-States";1
45;"Self-emp-not-inc";49595;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";0;0;80;"United-States";0
36;"Private";212433;"HS-grad";9;"Never-married";"Craft-repair";"Own-child";"Black";"Male";0;0;40;"United-States";0
37;"Federal-gov";197284;"Some-college";10;"Never-married";"Adm-clerical";"Own-child";"White";"Male";0;0;40;"United-States";0
26;"Private";39092;"Some-college";10;"Married-civ-spouse";"Exec-managerial";"Husband";"White";"Male";4064;0;50;"United-States";0
57;"Self-emp-inc";125000;"Prof-school";15;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;35;"United-States";1
40;"Private";53727;"Masters";14;"Never-married";"Sales";"Not-in-family";"White";"Male";0;0;50;"United-States";1
19;"Private";106306;"Some-college";10;"Divorced";"Other-service";"Own-child";"White";"Female";0;0;40;"United-States";0
42;"Private";66755;"7th-8th";4;"Married-civ-spouse";"Craft-repair";"Husband";"Other";"Male";0;0;40;"United-States";0
28;"Private";175262;"Some-college";10;"Married-civ-spouse";"Handlers-cleaners";"Husband";"Black";"Male";0;0;40;"Mexico";0
46;"Local-gov";216414;"Some-college";10;"Married-civ-spouse";"Protective-serv";"Husband";"White";"Male";0;0;40;"United-States";1
35;"Self-emp-not-inc";199753;"Some-college";10;"Married-civ-spouse";"Other-service";"Husband";"White";"Male";0;0;60;"United-States";0
31;"State-gov";111843;"Assoc-acdm";12;"Separated";"Other-service";"Unmarried";"Black";"Female";0;0;40;"United-States";0
35;"Private";189382;"HS-grad";9;"Divorced";"Craft-repair";"Not-in-family";"White";"Male";0;0;40;"United-States";0
32;"Self-emp-not-inc";173854;"Bachelors";13;"Divorced";"Prof-specialty";"Other-relative";"White";"Male";0;0;35;"United-States";1
46;"Private";383384;"HS-grad";9;"Married-civ-spouse";"Prof-specialty";"Husband";"White";"Male";0;0;40;"United-States";0
26;"Private";176520;"HS-grad";9;"Never-married";"Adm-clerical";"Not-in-family";"White";"Male";0;0;53;"United-States";0
17;"Private";152696;"12th";8;"Never-married";"Other-service";"Own-child";"White";"Female";0;0;30;"United-States";0
46;"Private";422813;"Some-college";10;"Married-civ-spouse";"Adm-clerical";"Husband";"White";"Male";0;0;40;"United-States";1
47;"Private";151087;"HS-grad";9;"Separated";"Prof-specialty";"Other-relative";"Other";"Female";0;0;40;"Puerto-Rico";0
29;"Private";172865;"HS-grad";9;"Married-civ-spouse";"Machine-op-inspct";"Husband";"White";"Male";0;0;50;"United-States";0
26;"Private";109570;"Some-college";10;"Separated";"Sales";"Unmarried";"White";"Female";0;0;35;"United-States";0
